지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),지면상태(지면상태코드),지면온도(°C)
108,서울,2024-01-13 04:00,-2.5,,1.4,290,54,1011.5,,,,0,0,,-2.3
108,서울,2024-01-13 05:00,-2.9,,1,270,56,1011.8,,,,0,0,,-2.8
108,서울,2024-01-13 06:00,-3.3,,.5,270,55,1012.3,,,,0,0,,-3.1
108,서울,2024-01-13 07:00,-3.6,,.7,200,56,1013.2,,,,0,0,,-3.3
108,서울,2024-01-13 08:00,-3.8,,.6,180,58,1013.7,0,,,0,0,,-3.3
108,서울,2024-01-13 09:00,-3.1,,.9,200,58,1014.4,.9,,,0,0,,-2.6
108,서울,2024-01-13 10:00,-.7,,3.5,320,47,1015.1,1,,,0,0,,-.3
108,서울,2024-01-13 11:00,1,,2.5,250,41,1015.2,1,,,0,0,,1
108,서울,2024-01-13 12:00,3.2,,1.7,180,36,1014.9,1,,,0,0,,3.9
108,서울,2024-01-13 13:00,4.3,,1.3,110,35,1014.5,1,,,0,0,,6.5
108,서울,2024-01-13 14:00,4.5,,1.5,50,31,1013.9,1,,,0,0,,7.6
108,서울,2024-01-13 15:00,6.1,,2.2,230,30,1014,1,,,2,0,,5.8
108,서울,2024-01-13 16:00,6.3,,2,200,24,1014,1,,,1,0,,1.7
108,서울,2024-01-13 17:00,5.1,,2.3,200,26,1013.8,1,,,0,0,,-.1
108,서울,2024-01-13 18:00,3.2,,1,270,30,1014.2,.2,,,0,0,,-.2
108,서울,2024-01-13 19:00,2.2,,1.8,250,35,1014.5,,,,0,0,,-.4
108,서울,2024-01-13 20:00,1.2,,.4,0,42,1014.5,,,,0,0,,-.5
108,서울,2024-01-13 21:00,.7,,.9,50,41,1014.8,,,,0,0,,-.7
108,서울,2024-01-13 22:00,.3,,.5,50,45,1015,,,,0,0,,-.8
108,서울,2024-01-13 23:00,-.2,,1.3,20,51,1014.2,,,,0,0,,-.9
108,서울,2024-01-14 00:00,-.8,,2.1,20,53,1013.8,,,,0,0,,-1
108,서울,2024-01-14 01:00,-1.2,,2,20,57,1013.4,,,,0,0,,-1.1
108,서울,2024-01-14 02:00,-1.2,,1.4,20,60,1013.6,,,,6,3,,-1.2
108,서울,2024-01-14 03:00,-1.4,,1.6,20,62,1013.6,,,,0,0,,-1.5
108,서울,2024-01-14 04:00,-1.7,,2.4,50,64,1012.7,,,,0,0,,-1.7
108,서울,2024-01-14 05:00,-2,,1.7,20,65,1012.4,,,,0,0,,-2
108,서울,2024-01-14 06:00,-2.3,,1.7,20,68,1011.8,,,,0,0,,-2.3
108,서울,2024-01-14 07:00,-2.4,,1.8,50,69,1011.6,,,,4,4,,-2.4
108,서울,2024-01-14 08:00,-1.9,,1.2,360,66,1012.1,0,,,3,0,,-2.4
108,서울,2024-01-14 09:00,-1,,2.5,50,69,1011.3,.7,,,6,6,,-1.2
108,서울,2024-01-14 10:00,-.3,,2.5,50,61,1010.4,0,,,9,9,,-.6
108,서울,2024-01-14 11:00,.5,,2.1,50,61,1009.5,0,,,10,8,,-.4
108,서울,2024-01-14 12:00,1.2,0,2.1,50,65,1008.1,0,,,10,8,,-.3
108,서울,2024-01-14 13:00,1.7,,2,320,87,1008.1,0,,,10,9,,-.2
108,서울,2024-01-14 14:00,2,,.9,270,92,1007.7,0,,,10,9,,-.2
108,서울,2024-01-14 15:00,1.7,3,.8,70,90,1007.6,0,,,10,8,,-.2
108,서울,2024-01-14 16:00,2.1,,.4,0,92,1008.1,0,,,10,10,,-.2
108,서울,2024-01-14 17:00,1.6,,3.3,270,93,1009.3,0,,,10,10,,-.2
108,서울,2024-01-14 18:00,1.4,.1,2.7,270,94,1010,0,,,10,10,,-.2
108,서울,2024-01-14 19:00,1,,2.4,290,90,1010.9,,,,9,9,,-.2
108,서울,2024-01-14 20:00,-.2,,2.8,290,84,1011.4,,,,9,9,,-.2
108,서울,2024-01-14 21:00,-.8,,3.6,320,80,1012.1,,,,5,5,,-.3
108,서울,2024-01-14 22:00,-1.8,,2.1,290,78,1012.5,,,,0,0,,-.9
108,서울,2024-01-14 23:00,-2.6,,3.7,290,71,1012.9,,,,0,0,,-1.8
108,서울,2024-01-15 00:00,-3.3,,2.7,320,68,1013.1,,,,0,0,,-2.4
108,서울,2024-01-15 01:00,-3.8,,2.5,320,66,1013.6,,,,0,0,,-3
108,서울,2024-01-15 02:00,-4.3,,2.8,270,67,1013.9,,,,0,0,,-3.4
108,서울,2024-01-15 03:00,-4.9,,2.3,270,68,1014.5,,,,0,0,,-3.8
108,서울,2024-01-15 04:00,-5.3,,2.2,320,68,1014.7,,,,0,0,,-4.1
108,서울,2024-01-15 05:00,-5.7,,2.7,320,66,1015.3,,,,0,0,,-4.3
108,서울,2024-01-15 06:00,-6.2,,2.4,320,67,1015.6,,,,0,0,,-4.5
108,서울,2024-01-15 07:00,-6.5,,2.9,270,62,1016.3,,,,0,0,,-4.8
108,서울,2024-01-15 08:00,-6.9,,2.8,270,65,1016.9,0,,,0,0,,-5
108,서울,2024-01-15 09:00,-6.5,,2.4,250,56,1017.6,.9,,,0,0,,-4.5
108,서울,2024-01-15 10:00,-5.2,,2.9,320,49,1018.1,1,,,0,0,,-.6
108,서울,2024-01-15 11:00,-3.8,,2.9,270,44,1018.1,1,,,0,0,,.4
108,서울,2024-01-15 12:00,-2.8,,3.1,270,38,1017.5,1,,,0,0,,2.7
108,서울,2024-01-15 13:00,-1.6,,2.5,270,39,1017,1,,,0,0,,5.2
108,서울,2024-01-15 14:00,-.2,,4.7,270,38,1016.6,1,,,0,0,,5.8
108,서울,2024-01-15 15:00,.5,,2.3,270,38,1016.3,1,,,0,0,,5.6
108,서울,2024-01-15 16:00,.8,,3.1,250,37,1016.9,1,,,0,0,,.6
108,서울,2024-01-15 17:00,-.1,,2.7,250,36,1017.2,1,,,0,0,,-.2
108,서울,2024-01-15 18:00,-1.5,,2.1,270,39,1018.1,.3,,,0,0,,-.4
108,서울,2024-01-15 19:00,-2,,3,270,41,1018.3,,,,0,0,,-.7
108,서울,2024-01-15 20:00,-2.4,,3.6,320,43,1018.8,,,,0,0,,-1
108,서울,2024-01-15 21:00,-3.5,,3.1,270,48,1019.4,,,,0,0,,-1.4
108,서울,2024-01-15 22:00,-4.3,,1.2,90,52,1019.7,,,,0,0,,-1.8
108,서울,2024-01-15 23:00,-4.7,,1.5,270,54,1019.9,,,,0,0,,-2.3
108,서울,2024-01-16 00:00,-4.9,,2.5,290,56,1019.9,,,,0,0,,-3
108,서울,2024-01-16 01:00,-5.2,,2.8,290,57,1019.7,,,,2,1,,-3.9
108,서울,2024-01-16 02:00,-5.9,,.6,270,56,1020.1,,,,0,0,,-4.3
108,서울,2024-01-16 03:00,-6.2,,.6,270,57,1020.5,,,,0,0,,-4.7
108,서울,2024-01-16 04:00,-6.5,,.5,290,58,1020.3,,,,0,0,,-4.9
108,서울,2024-01-16 05:00,-6.9,,.8,340,57,1020.2,,,,0,0,,-5.1
108,서울,2024-01-16 06:00,-7,,1.8,50,57,1020.9,,,,0,0,,-5.2
108,서울,2024-01-16 07:00,-7,,1.3,290,59,1021.6,,,,0,0,,-5.3
108,서울,2024-01-16 08:00,-7.1,,.7,290,64,1022.2,0,,,1,0,,-5.3
108,서울,2024-01-16 09:00,-6.3,,2.4,50,62,1022.5,.9,,,1,0,,-4.4
108,서울,2024-01-16 10:00,-3.9,,2.2,50,52,1023,1,,,0,0,,-.6
108,서울,2024-01-16 11:00,-1.5,,2,90,49,1022.9,1,,,1,0,,.7
108,서울,2024-01-16 12:00,-.1,,2.3,90,41,1022.5,1,,,3,0,,3.4
108,서울,2024-01-16 13:00,.9,,1.7,50,38,1021.9,1,,,5,0,,5.1
108,서울,2024-01-16 14:00,2,,1.1,20,37,1021.3,1,,,3,0,,6.3
108,서울,2024-01-16 15:00,3.4,,1.3,200,33,1021.1,1,,,4,0,,6
108,서울,2024-01-16 16:00,4,,1.5,270,32,1020.9,1,,,7,0,,2
108,서울,2024-01-16 17:00,3,,1.3,320,34,1020.9,.4,,,8,0,,-.3
108,서울,2024-01-16 18:00,1.7,,1.3,250,39,1021.2,0,,,7,0,,-.2
108,서울,2024-01-16 19:00,.8,,.8,320,45,1021.2,,,,5,5,,-.3
108,서울,2024-01-16 20:00,.3,,1.1,360,47,1021.1,,,,7,7,,-.4
108,서울,2024-01-16 21:00,-.5,,1.9,50,50,1021,,,,3,0,,-.6
108,서울,2024-01-16 22:00,-.9,,1.3,340,53,1020.9,,,,7,7,,-.7
108,서울,2024-01-16 23:00,-1.7,,1.8,50,56,1020.3,,,,0,0,,-.9
108,서울,2024-01-17 00:00,-2,,2.4,50,59,1020,,,,0,0,,-1.1
108,서울,2024-01-17 01:00,-2.2,,2.1,20,61,1019.8,,,,0,0,,-1.3
108,서울,2024-01-17 02:00,-1.6,,1.5,70,61,1019.2,,,,4,4,,-.8
108,서울,2024-01-17 03:00,-1.1,,1.3,70,58,1019.1,,,,8,8,,-.8
108,서울,2024-01-17 04:00,-.7,,2.7,50,56,1018.3,,,,8,8,,-.8
108,서울,2024-01-17 05:00,-.6,,1.1,70,55,1018.3,,,,8,8,,-.9
108,서울,2024-01-17 06:00,-.6,,1.9,50,57,1017.9,,,,8,8,,-1.1
108,서울,2024-01-17 07:00,-.4,,2.5,50,58,1017.6,,,,6,6,,-1.2
108,서울,2024-01-17 08:00,-.3,,1.2,70,58,1017.5,0,,,8,8,,-1.1
108,서울,2024-01-17 09:00,.2,,2.5,50,57,1017.2,0,,,9,9,,-.7
108,서울,2024-01-17 10:00,.9,,2.6,50,55,1017.6,0,,,10,5,,-.3
108,서울,2024-01-17 11:00,1.3,,.5,340,54,1017.6,0,,,10,7,,-.2
108,서울,2024-01-17 12:00,1,.1,1.7,50,77,1016.6,0,.1,.1,10,7,,-.2
108,서울,2024-01-17 13:00,.7,,1.7,50,88,1015.5,0,1.3,,10,8,,-.2
108,서울,2024-01-17 14:00,.8,,3,50,90,1014.2,0,2.1,,10,6,,-.2
108,서울,2024-01-17 15:00,.7,3.2,2.7,70,92,1013.6,0,2,2,10,6,,-.2
108,서울,2024-01-17 16:00,.9,,3.1,50,93,1012.9,0,2.3,,10,6,,-.2
108,서울,2024-01-17 17:00,1.1,,3.1,50,93,1012.5,0,1.9,,10,8,,-.2
108,서울,2024-01-17 18:00,1.2,2.4,2.8,50,94,1012.2,0,1.8,.3,10,8,,-.2
108,서울,2024-01-17 19:00,1.4,,2.8,50,95,1012.5,,1.4,,10,8,,-.2
108,서울,2024-01-17 20:00,1.5,,2.4,50,95,1012.1,,1.4,,10,8,,-.2
108,서울,2024-01-17 21:00,1.7,1.3,3.3,50,97,1011.3,,1.4,,10,8,,-.2
108,서울,2024-01-17 22:00,1.9,,1.2,70,96,1011.4,,1.2,,10,9,,-.2
108,서울,2024-01-17 23:00,1.8,,1.5,50,95,1010.8,,1.2,,10,9,,-.2
108,서울,2024-01-18 00:00,1.8,2.7,1.7,50,96,1010.4,,1.1,,10,9,,-.2
108,서울,2024-01-18 01:00,1.7,,.4,0,96,1010.2,,1.1,,10,8,,-.2
108,서울,2024-01-18 02:00,1.7,,.5,70,95,1010.1,,.9,,10,8,,-.2
108,서울,2024-01-18 03:00,1.8,.5,1.1,50,96,1009.7,,.9,,9,9,,-.2
108,서울,2024-01-18 04:00,1.9,,1.9,250,97,1009.8,,.9,,9,9,,-.2
108,서울,2024-01-18 05:00,1.9,,1.3,250,97,1009.6,,.9,,9,9,,-.2
108,서울,2024-01-18 06:00,1.8,,2.3,270,96,1010.1,,.8,,8,8,,-.2
108,서울,2024-01-18 07:00,1.5,,1.8,270,95,1010.8,,.8,,9,5,,-.2
108,서울,2024-01-18 08:00,1.5,,2,270,97,1011.4,0,.8,,9,3,,-.2
108,서울,2024-01-18 09:00,1.5,,2.1,250,94,1012,0,.8,,8,2,,-.2
108,서울,2024-01-18 10:00,1.7,,1.3,270,93,1012.7,0,.7,,8,8,,-.2
108,서울,2024-01-18 11:00,2.9,,1.7,360,93,1012.8,.1,.4,,5,2,,-.2
108,서울,2024-01-18 12:00,5,,1.5,70,81,1012,.9,,,3,0,,2.9
108,서울,2024-01-18 13:00,6.5,,2.3,70,74,1011.8,1,,,1,0,,7.4
108,서울,2024-01-18 14:00,7.9,,2.9,70,71,1011.3,1,,,2,0,,8.2
108,서울,2024-01-18 15:00,8.5,,3.1,50,69,1011.2,1,,,1,0,,8.3
108,서울,2024-01-18 16:00,9.2,,3.5,70,64,1011.4,1,,,1,0,,4.5
108,서울,2024-01-18 17:00,9,,2.7,70,64,1012,1,,,1,0,,1.7
108,서울,2024-01-18 18:00,7.7,,4.1,50,67,1012.7,.3,,,3,3,,.3
108,서울,2024-01-18 19:00,6.6,,4,70,70,1013.9,,,,0,0,,.1
108,서울,2024-01-18 20:00,5.4,,4.1,50,74,1014.5,,,,0,0,,-.5
108,서울,2024-01-18 21:00,5,,5.1,50,74,1014.9,,,,0,0,,-.2
108,서울,2024-01-18 22:00,4.8,,4.3,50,75,1015.5,,,,0,0,,-.2
108,서울,2024-01-18 23:00,4.5,,4.6,50,75,1015.7,,,,6,6,,-.1
108,서울,2024-01-19 00:00,4.4,,3.4,50,75,1016.1,,,,4,4,,.2
108,서울,2024-01-19 01:00,4.4,,4.1,50,75,1016.2,,,,9,9,,.4
108,서울,2024-01-19 02:00,4.5,,4.8,50,75,1016.2,,,,9,9,,.6
108,서울,2024-01-19 03:00,4.5,,4.9,50,75,1016.4,,,,9,9,,.7
108,서울,2024-01-19 04:00,4.5,,3.1,50,74,1016.7,,,,8,8,,.7
108,서울,2024-01-19 05:00,4.6,,3.9,50,73,1016.6,,,,8,8,,.7
108,서울,2024-01-19 06:00,4.6,,3.8,70,72,1016.7,,,,9,9,,.7
108,서울,2024-01-19 07:00,4.6,,4.3,50,70,1017,,,,9,9,,.7
108,서울,2024-01-19 08:00,4.2,,3.4,70,71,1017.3,0,,,6,2,,-.1
108,서울,2024-01-19 09:00,4.4,,2.9,70,71,1017.8,.6,,,1,0,,.2
108,서울,2024-01-19 10:00,5.7,,5.4,50,65,1017.9,1,,,3,0,,5.1
108,서울,2024-01-19 11:00,7.3,,4.6,70,61,1018.1,1,,,6,0,,9.9
108,서울,2024-01-19 12:00,7.5,,4.8,70,60,1017.6,.9,,,8,4,,7.7
108,서울,2024-01-19 13:00,8.2,,3.7,70,57,1016.7,.5,,,8,0,,9.8
108,서울,2024-01-19 14:00,8.1,,5.4,70,57,1015.8,1,,,7,0,,7.9
108,서울,2024-01-19 15:00,8.6,,4.1,90,54,1015.4,.9,,,8,0,,7.7
108,서울,2024-01-19 16:00,8.5,,4.2,50,53,1016.1,.8,,,8,0,,5.4
108,서울,2024-01-19 17:00,6.8,,5.6,50,57,1016.4,.4,,,8,0,,2.4
108,서울,2024-01-19 18:00,5.3,,6.3,50,61,1016.7,0,,,8,0,,.3
108,서울,2024-01-19 19:00,4.6,,5.6,50,64,1017.3,,,,8,8,,-.2
108,서울,2024-01-19 20:00,4.2,,4.9,50,65,1017.6,,,,8,8,,-.3
108,서울,2024-01-19 21:00,4.1,,6.1,50,66,1017.6,,,,8,0,,-.2
108,서울,2024-01-19 22:00,4.2,,4.5,70,63,1017.8,,,,7,7,,-.1
108,서울,2024-01-19 23:00,4.2,,3.4,70,64,1017.7,,,,7,7,,.2
108,서울,2024-01-20 00:00,4.1,,4.5,50,64,1017.4,,,,7,7,,0
108,서울,2024-01-20 01:00,3.8,,5.4,50,66,1017.3,,,,8,1,,-.2
108,서울,2024-01-20 02:00,3.8,,5.6,70,67,1017.2,,,,7,7,,0
108,서울,2024-01-20 03:00,3.7,,5,50,67,1017,,,,6,6,,0
108,서울,2024-01-20 04:00,3.6,,5.8,50,67,1016.5,,,,8,6,,.1
108,서울,2024-01-20 05:00,3.6,,6.3,70,65,1015.9,,,,9,4,,.2
108,서울,2024-01-20 06:00,3.6,,7.2,50,65,1015.6,,,,9,3,,.1
108,서울,2024-01-20 07:00,3.6,,5.5,50,64,1015.6,,,,9,4,,.3
108,서울,2024-01-20 08:00,3.6,,6.1,70,64,1015.3,0,,,9,4,,.2
108,서울,2024-01-20 09:00,3.8,,5.9,70,62,1015.7,0,,,10,3,,.7
108,서울,2024-01-20 10:00,4.1,,5.5,70,60,1016.2,0,,,10,10,,1.2
108,서울,2024-01-20 11:00,4.4,,6.3,50,59,1016,0,,,10,4,,2.1
108,서울,2024-01-20 12:00,4.7,,5.6,50,57,1015,0,,,10,6,,2.5
108,서울,2024-01-20 13:00,4.8,,5.9,50,60,1014.1,0,,,10,7,,3.2
108,서울,2024-01-20 14:00,4.5,,6.6,50,70,1013.3,0,,,10,6,,4.5
108,서울,2024-01-20 15:00,4.5,0,6.1,50,67,1013,0,,,10,7,,3.4
108,서울,2024-01-20 16:00,4,,5.1,70,72,1013.2,0,,,10,8,,2.1
108,서울,2024-01-20 17:00,3.1,,4.5,70,81,1013.3,0,,,10,8,,1.2
108,서울,2024-01-20 18:00,2.3,.2,4.6,50,89,1013.2,0,,,10,8,,.5
108,서울,2024-01-20 19:00,2,,5,70,89,1013.4,,,,10,7,,.2
108,서울,2024-01-20 20:00,2,,4.9,50,84,1013.7,,,,10,8,,.1
108,서울,2024-01-20 21:00,2.1,.2,5.1,70,79,1013.9,,,,9,5,,0
108,서울,2024-01-20 22:00,2.3,,4.2,50,75,1014,,,,9,6,,0
108,서울,2024-01-20 23:00,2.4,,4.9,50,73,1013.6,,,,9,9,,-.1
108,서울,2024-01-21 00:00,2.5,0,3.6,50,70,1013.5,,,,7,7,,-.1
108,서울,2024-01-21 01:00,2.4,,3.8,50,71,1013.1,,,,9,9,,-.1
108,서울,2024-01-21 02:00,2.2,,2.7,50,71,1013.2,,,,9,9,,-.2
108,서울,2024-01-21 03:00,2,,3,50,71,1013.2,,,,9,9,,-.2
108,서울,2024-01-21 04:00,2,,2.2,50,68,1013,,,,9,9,,-.2
108,서울,2024-01-21 05:00,2,,1.7,50,68,1013.3,,,,8,8,,-.2
108,서울,2024-01-21 06:00,2,0,1.4,70,67,1013.4,,,,8,8,,-.2
108,서울,2024-01-21 07:00,2,,1.3,50,68,1014.1,,,,9,9,,-.2
108,서울,2024-01-21 08:00,1.9,,.9,70,69,1014.4,0,,,9,9,,-.2
108,서울,2024-01-21 09:00,2.3,0,3,70,69,1014.3,0,,,8,8,,.3
108,서울,2024-01-21 10:00,2.7,,1.5,50,69,1015,0,,,9,9,,1.5
108,서울,2024-01-21 11:00,3.4,,1.4,340,68,1015,0,,,9,9,,3.9
108,서울,2024-01-21 12:00,4.2,0,1.3,20,66,1014.5,0,,,9,9,,5.2
108,서울,2024-01-21 13:00,4.2,,2.5,290,73,1014.1,0,,,9,9,,5.6
108,서울,2024-01-21 14:00,3.4,,2.1,290,85,1014,0,,,9,9,,5.2
108,서울,2024-01-21 15:00,3,.2,1.9,270,88,1014.1,0,,,10,8,,3.9
108,서울,2024-01-21 16:00,2.6,,1.7,270,89,1014.2,0,,,10,8,,3.1
108,서울,2024-01-21 17:00,2.4,,2.8,270,88,1014.7,0,,,10,9,,1.9
108,서울,2024-01-21 18:00,2.3,.2,2.7,270,85,1015.1,0,,,10,8,,1
108,서울,2024-01-21 19:00,2.2,,2.4,270,82,1015,,,,9,9,,.5
108,서울,2024-01-21 20:00,1.5,,4,270,85,1015.1,,,,10,8,,.2
108,서울,2024-01-21 21:00,-.1,0,4.7,250,81,1015.6,,,,10,8,,-.2
108,서울,2024-01-21 22:00,-1,,4.4,250,79,1015.7,,,,10,10,,-.2
108,서울,2024-01-21 23:00,-1.9,,4.5,250,80,1015.9,,,,9,9,,-.2
108,서울,2024-01-22 00:00,-2.4,0,3.5,230,79,1015.8,,,,9,9,,-.3
108,서울,2024-01-22 01:00,-3,,3.6,250,76,1016,,,,9,9,,-.5
108,서울,2024-01-22 02:00,-3.5,,3.5,230,75,1016,,,,9,9,,-.6
108,서울,2024-01-22 03:00,-4.4,0,3.6,250,75,1016.4,,,,10,8,,-.7
108,서울,2024-01-22 04:00,-5.8,,5.3,270,71,1016.8,,0,,10,7,,-1.2
108,서울,2024-01-22 05:00,-6.8,,3.4,270,83,1016.9,,1,,10,8,,-.6
108,서울,2024-01-22 06:00,-7.7,.1,3.7,270,83,1017,,1.8,1.8,10,8,,-.5
108,서울,2024-01-22 07:00,-8.2,,3.4,270,69,1017,,2.3,,8,8,,-.5
108,서울,2024-01-22 08:00,-8.6,,4.4,250,67,1017.1,0,2,,9,9,,-.5
108,서울,2024-01-22 09:00,-8.8,.1,4.1,250,66,1017.5,0,1.9,.5,7,7,,-.5
108,서울,2024-01-22 10:00,-8.8,,4,290,65,1018,0,1.6,,7,7,,-.4
108,서울,2024-01-22 11:00,-8.4,,4.3,270,60,1017.8,.2,1.4,,7,7,,-.2
108,서울,2024-01-22 12:00,-8.4,,4.8,290,60,1016.9,0,1,,5,5,,-.3
108,서울,2024-01-22 13:00,-7.1,,3.9,270,58,1016.4,.6,.7,,7,7,,-.1
108,서울,2024-01-22 14:00,-7.2,,5.1,270,57,1015.8,.5,.4,,4,4,,1.1
108,서울,2024-01-22 15:00,-7.3,,5.5,290,58,1015.8,.9,.2,,4,4,,1.5
108,서울,2024-01-22 16:00,-7.5,,4,290,56,1015.9,.8,.1,,5,5,,-.2
108,서울,2024-01-22 17:00,-8.5,,4.2,290,58,1016.3,.6,,,4,4,,-.7
108,서울,2024-01-22 18:00,-9.4,,2.6,290,61,1017,0,,,1,1,,-1.7
108,서울,2024-01-22 19:00,-10.3,,3.5,270,63,1018,,,,0,0,,-3.3
108,서울,2024-01-22 20:00,-11,,4.8,270,63,1018.1,,,,0,0,,-4.4
108,서울,2024-01-22 21:00,-11.4,,3.2,290,61,1018.4,,,,2,2,,-4.9
108,서울,2024-01-22 22:00,-11.5,,3.1,290,61,1018.3,,,,4,4,,-5.2
108,서울,2024-01-22 23:00,-11.6,,4.7,290,61,1017.7,,,,0,0,,-5.8
108,서울,2024-01-23 00:00,-11.9,,4,290,61,1017.1,,,,1,1,,-6.1
108,서울,2024-01-23 01:00,-12.3,,3.8,290,54,1016.7,,,,0,0,,-6.6
108,서울,2024-01-23 02:00,-12.7,,3.8,290,52,1016.9,,,,0,0,,-6.9
108,서울,2024-01-23 03:00,-13.1,,3.9,290,52,1016.9,,,,0,0,,-7.3
108,서울,2024-01-23 04:00,-13.5,,3.4,290,51,1016.7,,,,0,0,,-7.6
108,서울,2024-01-23 05:00,-13.7,,2.7,290,53,1016.5,,,,0,0,,-7.7
108,서울,2024-01-23 06:00,-13.9,,3.1,270,56,1016.4,,,,0,0,,-7.9
108,서울,2024-01-23 07:00,-13.8,,3.7,290,57,1016.4,,,,0,0,,-8.1
108,서울,2024-01-23 08:00,-14,,2.5,290,61,1016.4,0,,,0,0,,-7.9
108,서울,2024-01-23 09:00,-13.6,,3,290,60,1016.4,.9,,,0,0,,-6.8
108,서울,2024-01-23 10:00,-12.4,,4.6,270,55,1016.5,1,,,0,0,,-2.5
108,서울,2024-01-23 11:00,-11.2,,3.8,270,53,1016.5,1,,,0,0,,-.3
108,서울,2024-01-23 12:00,-10.4,,4,270,49,1015.2,1,,,0,0,,1.3
108,서울,2024-01-23 13:00,-10,,5.7,270,46,1014.2,1,,,0,0,,2.6
108,서울,2024-01-23 14:00,-8.9,,4,270,45,1013.2,1,,,0,0,,2.9
108,서울,2024-01-23 15:00,-8.8,,5.2,270,47,1012.8,1,,,1,1,,2
108,서울,2024-01-23 16:00,-8.8,,4.9,290,49,1012.6,1,,,1,1,,-.2
108,서울,2024-01-23 17:00,-9.5,,3.6,290,50,1012.6,.9,,,1,0,,-1.3
108,서울,2024-01-23 18:00,-10.7,,5.8,270,53,1012.8,.3,,,2,1,,-3.1
108,서울,2024-01-23 19:00,-11.2,,4.5,290,56,1013.9,,,,7,0,,-6.1
108,서울,2024-01-23 20:00,-11.8,,4.9,270,58,1014.3,,,,7,1,,-7.5
108,서울,2024-01-23 21:00,-11.9,,4,270,57,1014.8,,,,1,1,,-7.9
108,서울,2024-01-23 22:00,-11.8,,3.2,270,59,1014.8,,,,2,2,,-8.1
108,서울,2024-01-23 23:00,-11.5,,3.8,270,58,1014.6,,,,0,0,,-8.1
108,서울,2024-01-24 00:00,-11.1,,3.2,250,55,1014.2,,,,0,0,,-8
108,서울,2024-01-24 01:00,-11.2,,2.2,270,55,1013.9,,,,7,1,,-7.8
108,서울,2024-01-24 02:00,-10.9,,2.6,270,56,1014.3,,,,0,0,,-7.9
108,서울,2024-01-24 03:00,-10.7,,2.7,270,57,1014.4,,,,0,0,,-7.9
108,서울,2024-01-24 04:00,-10.7,,1.8,270,56,1014.2,,,,0,0,,-8
108,서울,2024-01-24 05:00,-10.8,,3.7,290,57,1014.3,,,,0,0,,-8
108,서울,2024-01-24 06:00,-11,,2.8,270,57,1014.3,,,,0,0,,-8.2
108,서울,2024-01-24 07:00,-11.1,,3.5,250,58,1014.7,,,,0,0,,-8.3
108,서울,2024-01-24 08:00,-11.2,,4.2,270,59,1015,0,,,0,0,,-8.4
108,서울,2024-01-24 09:00,-10.6,,4.8,270,56,1015.1,.9,,,0,0,,-7.3
108,서울,2024-01-24 10:00,-9.7,,5.4,290,51,1015.9,1,,,0,0,,-2.7
108,서울,2024-01-24 11:00,-8,,3.8,270,49,1016.2,1,,,0,0,,-.3
108,서울,2024-01-24 12:00,-6.7,,3.6,270,45,1015.6,1,,,0,0,,2
108,서울,2024-01-24 13:00,-5.7,,3.9,270,44,1014.8,1,,,0,0,,3.9
108,서울,2024-01-24 14:00,-5.2,,4.6,290,41,1014.3,1,,,0,0,,4.4
108,서울,2024-01-24 15:00,-4.3,,4.8,290,42,1013.7,1,,,0,0,,4.3
108,서울,2024-01-24 16:00,-3.7,,4,270,41,1013.7,1,,,0,0,,-.1
108,서울,2024-01-24 17:00,-4.5,,3.6,270,43,1014,1,,,0,0,,-.4
108,서울,2024-01-24 18:00,-5.6,,2.8,270,45,1014.7,.4,,,0,0,,-1.2
108,서울,2024-01-24 19:00,-6.3,,2.7,290,48,1015.5,,,,0,0,,-1.9
108,서울,2024-01-24 20:00,-6.7,,2.7,270,52,1016.1,,,,0,0,,-3.4
108,서울,2024-01-24 21:00,-7.1,,2.4,290,55,1016.4,,,,0,0,,-5.4
108,서울,2024-01-24 22:00,-7.5,,2,320,55,1016.5,,,,0,0,,-6.2
108,서울,2024-01-24 23:00,-7.9,,1.5,270,56,1016.8,,,,0,0,,-6.6
108,서울,2024-01-25 00:00,-8.3,,.4,0,59,1016.8,,,,0,0,,-6.9
108,서울,2024-01-25 01:00,-8.8,,.7,200,61,1016.7,,,,0,0,,-7.2
108,서울,2024-01-25 02:00,-8.8,,.8,270,59,1016.9,,,,0,0,,-7.4
108,서울,2024-01-25 03:00,-8.8,,1.2,270,56,1017,,,,0,0,,-7.6
108,서울,2024-01-25 04:00,-9,,2.2,360,55,1016.9,,,,0,0,,-7.8
108,서울,2024-01-25 05:00,-8.9,,1.6,320,53,1017,,,,0,0,,-7.9
108,서울,2024-01-25 06:00,-9.5,,1.6,270,55,1017,,,,0,0,,-8
108,서울,2024-01-25 07:00,-9.7,,2.1,270,57,1017.1,,,,0,0,,-8.1
108,서울,2024-01-25 08:00,-9.4,,2.1,270,53,1018.1,0,,,0,0,,-8
108,서울,2024-01-25 09:00,-8.5,,2.2,270,53,1018.3,1,,,0,0,,-6.3
108,서울,2024-01-25 10:00,-6.9,,2.4,320,47,1018.6,1,,,0,0,,-1.2
108,서울,2024-01-25 11:00,-6,,2.5,320,43,1018.4,1,,,0,0,,.5
